,Production_Company,Movie_Count,revenue,ganancia_promedio_por_franquicia
10752,Colonial Productions,1.0,0.0,0.0
10753,SNPC - Società Nazionale Produzioni Cinematografiche,1.0,0.0,0.0
10754,Farraj Factory,1.0,2710.0,2710.0
10755,Kinetic Arts,1.0,2710.0,2710.0
10756,Cinema '84/Greenberg Brothers Partnership,1.0,0.0,0.0
10757,Cinares production,1.0,0.0,0.0
10758,Marsa film,1.0,0.0,0.0
10759,Wacky O Productions,1.0,0.0,0.0
10760,Studio dětského filmu Gottwaldov,1.0,0.0,0.0
10761,Kayan Productions,1.0,0.0,0.0
10762,Gravitas Docufilms,1.0,0.0,0.0
10763,Vill Lee Film,1.0,0.0,0.0
10764,Zaftig Films,1.0,153962963.0,153962963.0
10765,Cantharus Productions,1.0,75850624.0,75850624.0
10766,Vistar Films,1.0,24922237.0,24922237.0
10767,Illume Oy,1.0,0.0,0.0
10768,Montauk Productions,1.0,8034.0,8034.0
10769,Rei Cine,1.0,0.0,0.0
10770,Mutante Cine,1.0,0.0,0.0
10771,Vitakuben,1.0,0.0,0.0
10772,La Volpe,1.0,0.0,0.0
10773,Parallax East,1.0,0.0,0.0
10774,Flatbush Pictures,1.0,0.0,0.0
10775,Neptunia Film,1.0,0.0,0.0
10776,Longway Films,1.0,0.0,0.0
10777,Ignite Channel,1.0,0.0,0.0
10778,Pork Chop Productions,1.0,0.0,0.0
10779,A. C. I. Films,1.0,0.0,0.0
10780,Spark Pictures,1.0,0.0,0.0
10781,Bento Box Entertainment,1.0,0.0,0.0
10782,IP-Verity,1.0,0.0,0.0
10783,English Films,1.0,0.0,0.0
10784,Shouldn't Throw Stones,1.0,0.0,0.0
10785,New Line Home Video,1.0,0.0,0.0
10786,Eagle One Media,1.0,0.0,0.0
10787,UTI Produzioni Associate,1.0,0.0,0.0
10788,Schine-Moore Productions,1.0,41158757.0,41158757.0
10789,Highland Films,1.0,28350000.0,28350000.0
10790,bruguglio films,1.0,0.0,0.0
10791,Ora Film,1.0,0.0,0.0
10792,Fox Entertainment Group,1.0,7.0,7.0
10793,Jubilee Pictures Corporation,1.0,33031.0,33031.0
10794,Film Communications Inc.,1.0,0.0,0.0
10795,Mirisch Pictures,1.0,43656822.0,43656822.0
10796,Reynolds Pictures,1.0,0.0,0.0
10797,Anyway Productions,1.0,0.0,0.0
10798,Sun-Telegram Pictures,1.0,33031.0,33031.0
10799,Sheerface Productions,1.0,0.0,0.0
10800,D'Antoni Productions,1.0,41158757.0,41158757.0
10801,Wunderkind Pictures,1.0,0.0,0.0
10802,MacDonald-Murray Productions,1.0,0.0,0.0
10803,Yanco,1.0,43984230.0,43984230.0
10804,Allagash Films,1.0,0.0,0.0
10805,Film Threat DVD,1.0,0.0,0.0
10806,Aloha Pictures,1.0,0.0,0.0
10807,Red Gourmet Productions,1.0,0.0,0.0
10808,Steven S.A.,1.0,0.0,0.0
10809,B24,1.0,880674609.0,880674609.0
10810,Stanley Thomas Johnson Stiftung,1.0,0.0,0.0
10811,C.I.C.,1.0,0.0,0.0
10812,Produzione Cinematografiche Inter.Ma.Co.,1.0,0.0,0.0
10813,Filmcooperative,1.0,0.0,0.0
10814,Waca Films,1.0,0.0,0.0
10815,Les Films de l'Avenir,1.0,0.0,0.0
10816,"Allied Stars, Ltd.",1.0,58972904.0,58972904.0
10817,Società Generale Cinematografica,1.0,0.0,0.0
10818,Chamartín Producciones y Distribuciones,1.0,0.0,0.0
10819,COF,1.0,0.0,0.0
10820,Bipolar Films,1.0,0.0,0.0
10821,Entropy Entertainment,1.0,0.0,0.0
10822,Morbid Mind Productions,1.0,0.0,0.0
10823,Evangelish Reformiarte Kirche,1.0,0.0,0.0
10824,Aldan Company,1.0,0.0,0.0
10825,Monterey Films,1.0,0.0,0.0
10826,Fat Monster Films,1.0,0.0,0.0
10827,Gullane Entretenimento S.A.,1.0,0.0,0.0
10828,Dark Morgue Pictures,1.0,0.0,0.0
10829,Plantain Films,1.0,3221152.0,3221152.0
10830,B and G Derivatives Holdings,1.0,0.0,0.0
10831,Shooting Films,1.0,0.0,0.0
10832,Ralph Smyth Entertainment,1.0,0.0,0.0
10833,Compagnie Internationale de Productions,1.0,0.0,0.0
10834,Red Productions,1.0,0.0,0.0
10835,Optimism Entertainment,1.0,0.0,0.0
10836,Station 8 Films,1.0,0.0,0.0
10837,Multitrade,1.0,0.0,0.0
10838,Ypsilon Films,1.0,0.0,0.0
10839,Motion Picture Pro Studios,1.0,0.0,0.0
10840,Skoche Films,1.0,0.0,0.0
10841,Roland-Film,1.0,0.0,0.0
10842,Gundersen Entertainment,1.0,0.0,0.0
10843,Taylor Roffman Productions,1.0,0.0,0.0
10844,Aden Film,1.0,0.0,0.0
10845,Beaver-Champion Attractions,1.0,0.0,0.0
10846,Fish Blowing Bubbles,1.0,0.0,0.0
10847,Pixomondo Munich,1.0,0.0,0.0
10848,Buzz Studios,1.0,0.0,0.0
10849,Studio 100 Media,1.0,0.0,0.0
10850,M.A.R.K.13(TM),1.0,0.0,0.0
10851,Pinnacle Media,1.0,0.0,0.0
10852,Hollywood Vision,1.0,0.0,0.0
10853,Dark Art Films,1.0,0.0,0.0
10854,Mr.Monster,1.0,0.0,0.0
10855,Big Eye,1.0,0.0,0.0
10856,Thatcher Productions,1.0,0.0,0.0
10857,Aleph Motion Pictures,1.0,0.0,0.0
10858,VB Pictures,1.0,0.0,0.0
10859,Kiki Goshay Productions,1.0,0.0,0.0
10860,Atlantica Cinematografica Produzione Films,1.0,0.0,0.0
10861,ASTON FILM,1.0,0.0,0.0
10862,Harvest Filmworks,1.0,3221152.0,3221152.0
10863,Pictorion Pictures,1.0,0.0,0.0
10864,Red Wire Blue Wire,1.0,0.0,0.0
10865,Artforce International,1.0,0.0,0.0
10866,Cassadaga Film Production,1.0,0.0,0.0
10867,Suburbans LLC,1.0,0.0,0.0
10868,Periscope Pictures,1.0,0.0,0.0
10869,Poiley Wood Entertainment,1.0,0.0,0.0
10870,Chanford,1.0,0.0,0.0
10871,Bulletproof Productions,1.0,807947.0,807947.0
10872,Tritone Productions,1.0,24.0,24.0
10873,P.S. Productions,1.0,0.0,0.0
10874,Rhamsa Productions,1.0,0.0,0.0
10875,Picnic Productions Pty. Ltd.,1.0,0.0,0.0
10876,Zucker Productions,1.0,0.0,0.0
10877,Triple D Productions,1.0,0.0,0.0
10878,Péchiney,1.0,0.0,0.0
10879,PWSTiF,1.0,0.0,0.0
10880,Lodz Film School,1.0,0.0,0.0
10881,Easkel Media,1.0,0.0,0.0
10882,Joel Castleberg Productions,1.0,0.0,0.0
10883,Extinct Production,1.0,0.0,0.0
10884,Channel Productions,1.0,51525171.0,51525171.0
10885,Return to Sleepaway corp.,1.0,0.0,0.0
10886,Finer Films,1.0,0.0,0.0
10887,Prom Night Productions,1.0,14796236.0,14796236.0
10888,Monkeys & Parrots,1.0,0.0,0.0
10889,Spinning Owls Productions,1.0,0.0,0.0
10890,224 Entertainment,1.0,0.0,0.0
10891,ITV Global Entertainment,1.0,0.0,0.0
10892,Annuit Coeptis,1.0,0.0,0.0
10893,S.V. Murder Mystery Movies Inc.,1.0,0.0,0.0
10894,Granada Television International,1.0,0.0,0.0
10895,La Societe Generale du Cinema du Quebec,1.0,0.0,0.0
10896,Luis Moro Productions,1.0,0.0,0.0
10897,PayperMoon Italia,1.0,0.0,0.0
10898,PasoFino Entertainment,1.0,0.0,0.0
10899,Haunted Mirror,1.0,0.0,0.0
10900,Bloch/Woodfield Productions,1.0,0.0,0.0
10901,Waltertainment,1.0,0.0,0.0
10902,Riva Film,1.0,0.0,0.0
10903,Konken Studios,1.0,0.0,0.0
10904,Choice Films Inc.,1.0,0.0,0.0
10905,Picture Production Company,1.0,0.0,0.0
10906,Two Oceans Production,1.0,0.0,0.0
10907,Teamworx,1.0,0.0,0.0
10908,Rough Riders Studios,1.0,0.0,0.0
10909,PVP Cinema,1.0,51000000.0,51000000.0
10910,Front Row Productions,1.0,0.0,0.0
10911,Big Screen Entertainment,1.0,0.0,0.0
10912,Final Girl Productions,1.0,0.0,0.0
10913,Angry Mob,1.0,0.0,0.0
10914,White Feather Films,1.0,12000000.0,12000000.0
10915,Comweb Productions,1.0,0.0,0.0
10916,Starktoons,1.0,0.0,0.0
10917,Statement Pictures,1.0,0.0,0.0
10918,Colomby/Keaton Productions,1.0,239894.0,239894.0
10919,Vantis Pictures,1.0,0.0,0.0
10920,Calanda Pictures,1.0,0.0,0.0
10921,Saul Bass & Associates,1.0,0.0,0.0
10922,El Caiman,1.0,0.0,0.0
10923,Mazur / Kaplan Company,1.0,0.0,0.0
10924,Aquelarre Servicios Cinematograficos,1.0,0.0,0.0
10925,Hoya Productions,1.0,441306145.0,441306145.0
10926,Sincronía,1.0,0.0,0.0
10927,Perfect Storm Entertainment,1.0,343471816.0,343471816.0
10928,B & H Entertainment,1.0,0.0,0.0
10929,Sneaky Shark,1.0,343471816.0,343471816.0
10930,TBA Film,1.0,2683519.0,2683519.0
10931,International Harmony,1.0,0.0,0.0
10932,CFCN Communications,1.0,2683519.0,2683519.0
10933,ASA Film Pvt Ltd,1.0,0.0,0.0
10934,Studio Mad,1.0,0.0,0.0
10935,id films,1.0,2303.0,2303.0
10936,RightOff Entertainment,1.0,0.0,0.0
10937,Penguin Productions,1.0,0.0,0.0
10938,Dark & Stormy Entertainment,1.0,0.0,0.0
10939,Echo Productions,1.0,0.0,0.0
10940,Base Industries Group,1.0,0.0,0.0
10941,United Seven Creations,1.0,15000000.0,15000000.0
10942,Zen Films,1.0,0.0,0.0
10943,KT Entertainment,1.0,0.0,0.0
10944,Telemaz (TM),1.0,0.0,0.0
10945,Bluverde F.V.T. Produktionsgesellschaft,1.0,0.0,0.0
10946,Arden Films,1.0,0.0,0.0
10947,Flying Box Productions,1.0,0.0,0.0
10948,Getaway Pictures,1.0,0.0,0.0
10949,Weggee Productions,1.0,0.0,0.0
10950,47 Entertainment,1.0,0.0,0.0
10951,Cameo FJ Entertainment,1.0,0.0,0.0
10952,Cameroons Development,1.0,0.0,0.0
10953,RSH Entertainment,1.0,0.0,0.0
10954,Producciones Anco,1.0,0.0,0.0
10955,Francisco Diez Barroso,1.0,0.0,0.0
10956,Álvaro Agustín,1.0,0.0,0.0
10957,leo films,1.0,2303.0,2303.0
10958,Transnational Entertainment,1.0,0.0,0.0
10959,Park Entertainment,1.0,0.0,0.0
10960,Rigel Independent Entertainment,1.0,0.0,0.0
10961,Catalyst Entertainment Production,1.0,0.0,0.0
10962,Durrant Fox Productions Inc.,1.0,0.0,0.0
10963,Ignition Pictures,1.0,0.0,0.0
10964,Twin Continental Films,1.0,0.0,0.0
10965,"Georgetown Productions, Inc.",1.0,21722776.0,21722776.0
10966,Projector Productions,1.0,0.0,0.0
10967,Go2sho,1.0,0.0,0.0
10968,Rafael Gil Álvarez,1.0,0.0,0.0
10969,Njutafilms,1.0,0.0,0.0
10970,Lai Wah Film Company,1.0,0.0,0.0
10971,Doosaboo Film,1.0,0.0,0.0
10972,Graffon Film (H.K.) Co.,1.0,0.0,0.0
10973,Tin Ping Film Company,1.0,0.0,0.0
10974,RGV Film Factory,1.0,0.0,0.0
10975,Front Row Media,1.0,0.0,0.0
10976,B2FX,1.0,0.0,0.0
10977,Beam Entertainment,1.0,0.0,0.0
10978,Informant Films,1.0,0.0,0.0
10979,Horror Inc.,1.0,14000000.0,14000000.0
10980,Bayou Pictures,1.0,0.0,0.0
10981,Diamondback 99,1.0,0.0,0.0
10982,Forest Brothers,1.0,0.0,0.0
10983,FilmZ,1.0,0.0,0.0
10984,Fryman Enterprises,1.0,0.0,0.0
10985,Bill and Ben Productions,1.0,7200039.0,7200039.0
10986,"Friday Four, Inc.",1.0,32980880.0,32980880.0
10987,Jason Productions,1.0,36690067.0,36690067.0
10988,JEMD Films,1.0,0.0,0.0
10989,Rodando Films,1.0,0.0,0.0
10990,X Rojo Producciones,1.0,0.0,0.0
10991,Xenon Films,1.0,0.0,0.0
10992,Jämtfilm,1.0,0.0,0.0
10993,Épica Producciones,1.0,0.0,0.0
10994,TRES Cinematografía,1.0,0.0,0.0
10995,David Merrick Productions,1.0,16656125.0,16656125.0
10996,Flynn Entertainment,1.0,0.0,0.0
10997,Martinelli Films,1.0,161820.0,161820.0
10998,Essential Films,1.0,0.0,0.0
10999,Production Media Group,1.0,0.0,0.0
11000,The Army Film & Photographic Unit,1.0,0.0,0.0
11001,Polifilm,1.0,0.0,0.0
11002,Jasmine Productions Inc.,1.0,13835130.0,13835130.0
11003,Portabella Film,1.0,0.0,0.0
11004,Swerve Pictures,1.0,0.0,0.0
11005,Royal Air Force Film Production Unit,1.0,0.0,0.0
11006,Select Pictures Corporation,1.0,0.0,0.0
11007,Freyda Rothstein Productions,1.0,0.0,0.0
11008,Diana Kerew Productions,1.0,0.0,0.0
11009,Fading of the Cries,1.0,0.0,0.0
11010,Ratio Pictures,1.0,0.0,0.0
11011,RH Cinema,1.0,0.0,0.0
11012,Best International,1.0,0.0,0.0
11013,Cornell Pictures,1.0,0.0,0.0
11014,Frágil Zinema,1.0,0.0,0.0
11015,Achab Film,1.0,1081.0,1081.0
11016,Wiseacre Films,1.0,1081.0,1081.0
11017,Emergency Exit Pictures,1.0,1081.0,1081.0
11018,Cagney-Montgomery Productions,1.0,0.0,0.0
11019,Magnolia Films,1.0,13835130.0,13835130.0
11020,Russ-Field Productions,1.0,0.0,0.0
11021,Sculptures of Dazzling Complexity,1.0,0.0,0.0
11022,Star Com Productions,1.0,0.0,0.0
11023,Cooperativa Jean Vigò,1.0,0.0,0.0
11024,Pacific Business Group,1.0,0.0,0.0
11025,A.M.S. Productions,1.0,0.0,0.0
11026,Bateman Company Productions,1.0,0.0,0.0
11027,Boulting Brothers,1.0,0.0,0.0
11028,One Small Instrument Pictures,1.0,0.0,0.0
11029,Comex,1.0,0.0,0.0
11030,Ad'Hoc Productions,1.0,0.0,0.0
11031,Jambox,1.0,0.0,0.0
11032,Pinou Film,1.0,0.0,0.0
11033,Région Franche-Comté,1.0,0.0,0.0
11034,Michele Brustin Productions,1.0,0.0,0.0
11035,Scripps Howard Entertainment,1.0,0.0,0.0
11036,Red Valkyrie Studios,1.0,0.0,0.0
11037,Lasky Productions,1.0,0.0,0.0
11038,Starz! Pictures,1.0,0.0,0.0
11039,Koch Company,1.0,0.0,0.0
11040,WS Filmproduktion,1.0,0.0,0.0
11041,Cinema 21 Group,1.0,0.0,0.0
11042,TMA-1 Productions,1.0,0.0,0.0
11043,Untouchable Films,1.0,6420.0,6420.0
11044,Velvet Morning,1.0,6420.0,6420.0
11045,General Entertainment Co. LTD,1.0,0.0,0.0
11046,Krypton Productions,1.0,0.0,0.0
11047,Enchanter Entertainment,1.0,0.0,0.0
11048,Larein Management Productions Inc.,1.0,0.0,0.0
11049,Phil-Am Enterprises Ltd.,1.0,0.0,0.0
11050,Dix International Pictures Inc.,1.0,0.0,0.0
11051,Federighi Films,1.0,0.0,0.0
11052,Finnegan/ Pinchuk Productions,1.0,0.0,0.0
11053,Lewis B. Chesler Productions,1.0,0.0,0.0
11054,Actionhouse,1.0,0.0,0.0
11055,Fourth Culture Films,1.0,0.0,0.0
11056,Simon Films,1.0,0.0,0.0
11057,Mann/Roth Productions,1.0,60289912.0,60289912.0
11058,Martel Media,1.0,0.0,0.0
11059,Cinemanovel Films,1.0,0.0,0.0
11060,Finney/Thompson Entertainment,1.0,0.0,0.0
11061,Two For Flinching Pictures,1.0,0.0,0.0
11062,Alterian,1.0,0.0,0.0
11063,StarGate Entertainment,1.0,0.0,0.0
11064,Motion Picture House,1.0,0.0,0.0
11065,FineLight Films,1.0,0.0,0.0
11066,Dangerous Productions,1.0,0.0,0.0
11067,Yankee Entertainment Group,1.0,0.0,0.0
11068,Modern Screen Play,1.0,0.0,0.0
11069,Edenstreet Productions,1.0,0.0,0.0
11070,Films Vérité Productions,1.0,0.0,0.0
11071,Cowry,1.0,0.0,0.0
11072,ArtImage Entertainment,1.0,0.0,0.0
11073,Scooty Woop Entertainment,1.0,0.0,0.0
11074,Country Club,1.0,0.0,0.0
11075,Duckster Productions,1.0,0.0,0.0
11076,Jacobs/Mutrux,1.0,0.0,0.0
11077,Civilian Pictures,1.0,0.0,0.0
11078,American General Pictures,1.0,0.0,0.0
11079,Marrero Productions Inc.,1.0,0.0,0.0
11080,Gem-Film,1.0,0.0,0.0
11081,Unique New York Productions,1.0,0.0,0.0
11082,An Indigo Dog Rescue,1.0,0.0,0.0
11083,Arvo Film,1.0,0.0,0.0
11084,WinSome Productions,1.0,0.0,0.0
11085,Bird Studios,1.0,0.0,0.0
11086,Rainbow Releasing,1.0,0.0,0.0
11087,LTN Productions Inc.,1.0,0.0,0.0
11088,Addict Films,1.0,0.0,0.0
11089,Big Sugar Films,1.0,0.0,0.0
11090,Narrator Entertainment,1.0,0.0,0.0
11091,Koala Cinematografica,1.0,0.0,0.0
11092,Amanecer Films,1.0,0.0,0.0
11093,Belma Cinematografica,1.0,0.0,0.0
11094,Leonard Goldstein,1.0,0.0,0.0
11095,Eurovision Cinematografica,1.0,0.0,0.0
11096,Red Baron Films,1.0,0.0,0.0
11097,Highway One Pictures,1.0,0.0,0.0
11098,Mire,1.0,0.0,0.0
11099,Belbo Films,1.0,0.0,0.0
11100,Kaitz Productions,1.0,60289912.0,60289912.0
11101,DoubleSee Productions,1.0,0.0,0.0
11102,Sony/BMG,1.0,0.0,0.0
11103,Lyrick Studios,1.0,0.0,0.0
11104,half-pint productions,1.0,0.0,0.0
11105,"Shintoho Pictures Co., Ltd.",1.0,0.0,0.0
11106,B.P.A. Productions,1.0,0.0,0.0
11107,Fleet Street Films,1.0,0.0,0.0
11108,Seven Network,1.0,0.0,0.0
11109,World Production,1.0,0.0,0.0
11110,SE8 Group,1.0,0.0,0.0
11111,Wildkite,1.0,0.0,0.0
11112,Urich Productions,1.0,0.0,0.0
11113,Stormy Weathers Production,1.0,0.0,0.0
11114,Moonlight Productions,1.0,0.0,0.0
11115,Ramon Film Productions,1.0,0.0,0.0
11116,Four Crown Productions,1.0,0.0,0.0
11117,Gross-Krasne Productions,1.0,0.0,0.0
11118,Kastner/Ladd/Kanter,1.0,0.0,0.0
11119,Kandor Productions,1.0,0.0,0.0
11120,Neelmudra Entertainment,1.0,0.0,0.0
11121,Aristos Films,1.0,0.0,0.0
11122,Singularity Productions,1.0,0.0,0.0
11123,"Outrage Productions 5, S.V.",1.0,0.0,0.0
11124,Fear and Loathing LLC,1.0,10680275.0,10680275.0
11125,Devisha Films,1.0,0.0,0.0
11126,Zee Talkies,1.0,0.0,0.0
11127,White Line Fever Syndicate,1.0,0.0,0.0
11128,ORTF,1.0,0.0,0.0
11129,El Azar,1.0,0.0,0.0
11130,Manhattan Project,1.0,140464664.0,140464664.0
11131,Doce Gatos,1.0,0.0,0.0
11132,Alexandros Film,1.0,0.0,0.0
11133,Compagnie Est-Ouest,1.0,0.0,0.0
11134,HorseHead Pictures,1.0,0.0,0.0
11135,SP Entertainments,1.0,0.0,0.0
11136,C Joy Productions,1.0,0.0,0.0
11137,Metakwon Filmworks,1.0,0.0,0.0
11138,Celtridge,1.0,0.0,0.0
11139,Millennium Storm,1.0,0.0,0.0
11140,Thorbak,1.0,0.0,0.0
11141,SC International Pictures,1.0,0.0,0.0
11142,L'Alliance Cinématographique Européenne (ACE),1.0,0.0,0.0
11143,Thor Pictures,1.0,0.0,0.0
11144,Byronic Pose Productions,1.0,0.0,0.0
11145,Still Night Monster Movies,1.0,0.0,0.0
11146,P13 Entertainment,1.0,0.0,0.0
11147,Landau / Unger,1.0,0.0,0.0
11148,Kinetic Filmworks,1.0,0.0,0.0
11149,Contravia Films,1.0,0.0,0.0
11150,Punto Guion Punto Producciones,1.0,0.0,0.0
11151,Nordic Screen Production AS,1.0,0.0,0.0
11152,Air Bud Entertainment,1.0,0.0,0.0
11153,42 Productions,1.0,0.0,0.0
11154,JAM Films,1.0,0.0,0.0
11155,MPI Pictures,1.0,0.0,0.0
11156,Roberi Media,1.0,0.0,0.0
11157,Jaguar Entertainment,1.0,0.0,0.0
11158,SenoReality Pictures,1.0,0.0,0.0
11159,Ministry Machine Productions,1.0,0.0,0.0
11160,Charmed Apocalypse Pictures,1.0,0.0,0.0
11161,Muf Animat,1.0,0.0,0.0
11162,Shark Productions,1.0,10680275.0,10680275.0
11163,Umbra Telegraph Pictures,1.0,0.0,0.0
11164,Chase Productions,1.0,565592.0,565592.0
11165,Raymond Productions,1.0,0.0,0.0
11166,Kapara Pictures,1.0,0.0,0.0
11167,Worldwide Biggies,1.0,0.0,0.0
11168,SLG Productions,1.0,0.0,0.0
11169,Zephir Film,1.0,0.0,0.0
11170,Strength Ltd.,1.0,0.0,0.0
11171,Goldeco Pictures,1.0,0.0,0.0
11172,The Polone-Winer Company,1.0,0.0,0.0
11173,Anne Carlucci Productions,1.0,0.0,0.0
11174,International Cinema Inc.,1.0,0.0,0.0
11175,Charles Fries Productions,1.0,0.0,0.0
11176,Walls Farm Productions,1.0,0.0,0.0
11177,Skhole Co.,1.0,0.0,0.0
11178,Korea Films,1.0,0.0,0.0
11179,Leather Jacket Productions,1.0,0.0,0.0
11180,B-Tween,1.0,0.0,0.0
11181,Prospector Films,1.0,0.0,0.0
11182,Peru Productions,1.0,0.0,0.0
11183,Clarity Productions,1.0,0.0,0.0
11184,Here Studios,1.0,0.0,0.0
11185,Thelma Film,1.0,0.0,0.0
11186,Chezville,1.0,0.0,0.0
11187,Robert Small Entertainment,1.0,0.0,0.0
11188,Jumping Jack Films,1.0,0.0,0.0
11189,Raw TV,1.0,0.0,0.0
11190,Broad Appeal Productions,1.0,0.0,0.0
11191,Global Universal Pictures,1.0,0.0,0.0
11192,CanWest Global Television Network,1.0,0.0,0.0
11193,Almerica Films,1.0,0.0,0.0
11194,Silver Ant,1.0,0.0,0.0
11195,Lorimar Television,1.0,0.0,0.0
11196,Baboushka Film,1.0,0.0,0.0
11197,Space Ace Media,1.0,0.0,0.0
11198,Plaza Productions,1.0,0.0,0.0
11199,Mutual Productions of the West,1.0,0.0,0.0
11200,Fast Producciones,1.0,0.0,0.0
11201,Extreme Video Snc,1.0,0.0,0.0
11202,WANGO Films,1.0,0.0,0.0
11203,Helkon Media,1.0,0.0,0.0
11204,Storm Entertainment,1.0,0.0,0.0
11205,MUSE/Wyman,1.0,0.0,0.0
11206,Antibes Inc.,1.0,0.0,0.0
11207,Acme Films Ltd.,1.0,0.0,0.0
11208,Excalibur Motion Pictures,1.0,0.0,0.0
11209,Cut Above Productions,1.0,0.0,0.0
11210,Exxodus Pictures,1.0,149337.0,149337.0
11211,American Pictures,1.0,0.0,0.0
11212,Jewel Pictures,1.0,0.0,0.0
11213,North American Entertainment,1.0,0.0,0.0
11214,"Stefan Wodoslawsky, Donald Osborne",1.0,0.0,0.0
11215,Nightstar Productions,1.0,0.0,0.0
11216,Baumant Entertainment,1.0,0.0,0.0
11217,O'Hara-Horowitz Productions,1.0,0.0,0.0
11218,Cafe Productions,1.0,0.0,0.0
11219,Criminal Productions,1.0,14708696.0,14708696.0
11220,Lolita Productions,1.0,1060056.0,1060056.0
11221,Rule,1.0,0.0,0.0
11222,Gunman Productions,1.0,0.0,0.0
11223,Institut Français,1.0,15656193.0,15656193.0
11224,Arco Films S.L,1.0,0.0,0.0
11225,Limp Films,1.0,15656193.0,15656193.0
11226,Hungaro,1.0,0.0,0.0
11227,Protagonist Films,1.0,15656193.0,15656193.0
11228,Jos-To Productions,1.0,0.0,0.0
11229,UNAM,1.0,0.0,0.0
11230,Catatonia Films,1.0,0.0,0.0
11231,Sly Predator,1.0,187112.0,187112.0
11232,Matt Baer Films,1.0,187112.0,187112.0
11233,Televisa S.A. de C.V.,1.0,0.0,0.0
11234,Mount Everest Enterprises Ltd,1.0,0.0,0.0
11235,Hool/Macdonald Productions,1.0,0.0,0.0
11236,Eddie Wong Films,1.0,0.0,0.0
11237,Lindsay Shonteff Film Productions Limited,1.0,0.0,0.0
11238,Digging to China LLC,1.0,33556.0,33556.0
11239,Sodona Entertainment Inc.,1.0,0.0,0.0
11240,Lunamine,1.0,0.0,0.0
11241,Victoria Deluxe,1.0,0.0,0.0
11242,Silver Bullet Films,1.0,0.0,0.0
11243,Viacom Canada,1.0,501818.0,501818.0
11244,Forefront Features,1.0,0.0,0.0
11245,North Light Film Studios,1.0,0.0,0.0
11246,Moviebox,1.0,0.0,0.0
11247,Scarlet Films,1.0,15656193.0,15656193.0
11248,Green Parrot,1.0,222559.0,222559.0
11249,Orange Dot Entertainment,1.0,0.0,0.0
11250,Market Street Productions,1.0,22482952.0,22482952.0
11251,Prithvi Pictures,1.0,0.0,0.0
11252,British Service Units,1.0,0.0,0.0
11253,Applied Action,1.0,8479793.0,8479793.0
11254,Sherwood,1.0,18600000.0,18600000.0
11255,Angels Productions,1.0,0.0,0.0
11256,Dear America,1.0,0.0,0.0
11257,GBA,1.0,0.0,0.0
11258,Tiedebaby Films,1.0,0.0,0.0
11259,Ace Film Company,1.0,0.0,0.0
11260,Chunqiu Time Culture Co.,1.0,0.0,0.0
11261,Mysterious Arts,1.0,21486757.0,21486757.0
11262,Mithya Talkies,1.0,0.0,0.0
11263,Vinay Pictures,1.0,0.0,0.0
11264,Zee Limelight,1.0,0.0,0.0
11265,Illusions Entertainment Corporation,1.0,0.0,0.0
11266,Aurel Films,1.0,0.0,0.0
11267,Indieproduction,1.0,1558836.0,1558836.0
11268,One Media,1.0,1558836.0,1558836.0
11269,Producciones San Patricia,1.0,0.0,0.0
11270,Seabourne Pictures,1.0,0.0,0.0
11271,Quite Quick Productions,1.0,0.0,0.0
11272,Way Out Company,1.0,0.0,0.0
11273,Coldwater,1.0,0.0,0.0
11274,SGL Entertainment,1.0,0.0,0.0
11275,"Intellectual Reserve, Inc.",1.0,0.0,0.0
11276,Cube Libre,1.0,501818.0,501818.0
11277,Club 55 Productions,1.0,0.0,0.0
11278,Claang Entertainment,1.0,0.0,0.0
11279,Kaliber Film,1.0,0.0,0.0
11280,Warner Entertainment Japan,1.0,0.0,0.0
11281,Greater Films Ltd.,1.0,0.0,0.0
11282,Red-horse Native,1.0,10508.0,10508.0
11283,Ashdown Film Productions,1.0,0.0,0.0
11284,Hairy Productions,1.0,0.0,0.0
11285,Monika Bacardi,1.0,0.0,0.0
11286,Red New Line,1.0,0.0,0.0
11287,Trouper Productions,1.0,0.0,0.0
11288,DOMA Entertainment,1.0,0.0,0.0
11289,BOND360,1.0,0.0,0.0
11290,Ito Productions,1.0,0.0,0.0
11291,Pausilypon Film,1.0,0.0,0.0
11292,Crystal Films,1.0,0.0,0.0
11293,Tuesday Films,1.0,0.0,0.0
11294,Republic Pictures International,1.0,0.0,0.0
11295,Califilm,1.0,0.0,0.0
11296,Productions Two,1.0,0.0,0.0
11297,Henry Halstead Productions,1.0,0.0,0.0
11298,WonderPhil Productions,1.0,0.0,0.0
11299,Shanghai Animation Film Studio,1.0,0.0,0.0
11300,Dollface,1.0,16757163.0,16757163.0
11301,Terzafilm Produzione Indipendente,1.0,0.0,0.0
11302,Jagtoria Films,1.0,0.0,0.0
11303,Pi Film,1.0,0.0,0.0
11304,Geyzer Film Production,1.0,0.0,0.0
11305,Freewill Films,1.0,0.0,0.0
11306,Carlyle Blackwell Productions,1.0,0.0,0.0
11307,Pierre David Entertainment,1.0,0.0,0.0
11308,Empath Films,1.0,0.0,0.0
11309,Velvet Star Pictures,1.0,0.0,0.0
11310,Chuck Barris Productions,1.0,0.0,0.0
11311,Top Hat Releasing,1.0,6833445.0,6833445.0
11312,Woman Wanted Productions Ltd.,1.0,0.0,0.0
11313,Münchner Lichtspielkunst,1.0,0.0,0.0
11314,Minotaur,1.0,0.0,0.0
