,Production_Company,Movie_Count,revenue,ganancia_promedio_por_franquicia
10195,Christel Films,1.0,24467000.0,24467000.0
10196,Harry Colombo Production,1.0,0.0,0.0
10197,RKO General Pictures,1.0,0.0,0.0
10198,Film Produkcja,1.0,0.0,0.0
10199,Rodgers & Hammerstein Productions,1.0,36800000.0,36800000.0
10200,Caravel Film,1.0,0.0,0.0
10201,Famous Studios,1.0,0.0,0.0
10202,Emaus Films S.A.,1.0,0.0,0.0
10203,Samba Films,1.0,0.0,0.0
10204,Film Division of General Teleradio,1.0,0.0,0.0
10205,Visual Drama Inc.,1.0,0.0,0.0
10206,Dreamland Productions,1.0,6000000.0,6000000.0
10207,Merrick International,1.0,0.0,0.0
10208,Promofilms S. A.,1.0,0.0,0.0
10209,Tobann International Pictures,1.0,0.0,0.0
10210,Riofilm,1.0,5596708.0,5596708.0
10211,New World-Mutual,1.0,0.0,0.0
10212,Videofilms,1.0,5596708.0,5596708.0
10213,Three Mills Studios,1.0,0.0,0.0
10214,Big Stone Pictures,1.0,112156811.0,112156811.0
10215,Geisler-Roberdeau,1.0,98126565.0,98126565.0
10216,G.E.S.I. Cinematografica,1.0,0.0,0.0
10217,A113,1.0,209154322.0,209154322.0
10218,MPN Cologne Film 3,1.0,0.0,0.0
10219,Cloverleaf,1.0,0.0,0.0
10220,Resource Films,1.0,0.0,0.0
10221,Fiducial Resource Industrial,1.0,0.0,0.0
10222,Jay Weston Productions,1.0,42724017.0,42724017.0
10223,Rimfire Films,1.0,328203506.0,328203506.0
10224,T&A Productions,1.0,0.0,0.0
10225,Playboy Entertainment Group,1.0,0.0,0.0
10226,Swordspoint Productions,1.0,0.0,0.0
10227,Earthbound Human Productions Inc.,1.0,0.0,0.0
10228,GFT Paquin Entertainment,1.0,0.0,0.0
10229,Cristaldifilm,1.0,77200000.0,77200000.0
10230,Road Movies Vierte Produktionen,1.0,0.0,0.0
10231,Broadbank Investments,1.0,0.0,0.0
10232,Solution Entertainment Group,1.0,0.0,0.0
10233,Cote Blanche Productions,1.0,1.0,1.0
10234,Layton,1.0,8988731.0,8988731.0
10235,Cinema & Cinem,1.0,0.0,0.0
10236,Absolute Entertainment (II),1.0,0.0,0.0
10237,Studio Images 8,1.0,0.0,0.0
10238,Stone City Films,1.0,0.0,0.0
10239,Ultra Muchos Productions,1.0,185898.0,185898.0
10240,Perceval Pictures,1.0,0.0,0.0
10241,Kaléo Films,1.0,0.0,0.0
10242,Beanca Films,1.0,0.0,0.0
10243,Green Griffin,1.0,0.0,0.0
10244,Fidès,1.0,0.0,0.0
10245,Télémax,1.0,0.0,0.0
10246,Talent Television,1.0,0.0,0.0
10247,Kabuli Film,1.0,0.0,0.0
10248,Ariroad,1.0,0.0,0.0
10249,Gruskoff-Venture-Linson,1.0,0.0,0.0
10250,Dirt Road Productions,1.0,0.0,0.0
10251,M.F.P.,1.0,0.0,0.0
10252,Hollytubs,1.0,0.0,0.0
10253,Spectrum Cinema Productions,1.0,0.0,0.0
10254,Roadshow Attractions,1.0,0.0,0.0
10255,Marmot Tandy Productions,1.0,0.0,0.0
10256,Nickel Odeon,1.0,0.0,0.0
10257,Alimar Productions,1.0,0.0,0.0
10258,B MediaExport,1.0,0.0,0.0
10259,Thunder Pictures,1.0,0.0,0.0
10260,Surf's Up,1.0,0.0,0.0
10261,Manfred Guthe,1.0,0.0,0.0
10262,Club Investissement Média,1.0,0.0,0.0
10263,Romax Productions,1.0,0.0,0.0
10264,Young Lake,1.0,0.0,0.0
10265,Merlin Productions,1.0,0.0,0.0
10266,Cinémax,1.0,0.0,0.0
10267,Summer Release,1.0,0.0,0.0
10268,Oak,1.0,34725000.0,34725000.0
10269,CN3 Productions,1.0,0.0,0.0
10270,Jouror Développement,1.0,0.0,0.0
10271,B Media 2012,1.0,0.0,0.0
10272,Go Paterson Films Pty Ltd,1.0,0.0,0.0
10273,Peppertree Productions Inc.,1.0,0.0,0.0
10274,Producciones Matouk,1.0,0.0,0.0
10275,Annazan,1.0,0.0,0.0
10276,Film and General Productions,1.0,21001563.0,21001563.0
10277,Camden Productions Inc.,1.0,0.0,0.0
10278,Orofino,1.0,0.0,0.0
10279,Robert L. Jacks Productions,1.0,0.0,0.0
10280,John Lamond Motion Picture Enterprises,1.0,0.0,0.0
10281,MTV Networks,1.0,0.0,0.0
10282,Million Dollar Productions,1.0,0.0,0.0
10283,Die Film GmbH,1.0,0.0,0.0
10284,Imbissfilm,1.0,0.0,0.0
10285,Allied Cine Group Pic II,1.0,0.0,0.0
10286,Dévelopimage 2,1.0,0.0,0.0
10287,Mely Productions,1.0,0.0,0.0
10288,Cineritmo,1.0,21001563.0,21001563.0
10289,SoulPsychoKiller,1.0,0.0,0.0
10290,Fantosfreak,1.0,0.0,0.0
10291,Dualstar Entertainment Group,1.0,0.0,0.0
10292,Farrell/Minoff,1.0,202292902.0,202292902.0
10293,Plum Films,1.0,0.0,0.0
10294,KinoAtis,1.0,0.0,0.0
10295,JRS Productions,1.0,40382659.0,40382659.0
10296,Bungalow 78 Productions,1.0,202292902.0,202292902.0
10297,Ljubavny Film,1.0,0.0,0.0
10298,Northwest Productions,1.0,0.0,0.0
10299,Panique,1.0,0.0,0.0
10300,One Eyed,1.0,0.0,0.0
10301,Chaotic Rampage American Pictures,1.0,0.0,0.0
10302,Vortex,1.0,30859000.0,30859000.0
10303,Doomsday Productions,1.0,0.0,0.0
10304,Topps Chewing Gum,1.0,0.0,0.0
10305,Swearnet,1.0,0.0,0.0
10306,Chapman Filmed Entertainment,1.0,0.0,0.0
10307,Cockamamie,1.0,0.0,0.0
10308,Storyhill,1.0,0.0,0.0
10309,Innocent Pictures,1.0,0.0,0.0
10310,Hong Hwa Motion Picture Company,1.0,0.0,0.0
10311,Morpheus,1.0,3970078.0,3970078.0
10312,IndustryWorks Distribution,1.0,0.0,0.0
10313,Heckerling-Caplan,1.0,0.0,0.0
10314,Lupin Film,1.0,0.0,0.0
10315,foprocine,1.0,0.0,0.0
10316,Gobierno de la Ciudad de México,1.0,0.0,0.0
10317,Fonca,1.0,0.0,0.0
10318,Chinese Bookie Pictures,1.0,0.0,0.0
10319,Voice & Heart,1.0,0.0,0.0
10320,Quaras,1.0,0.0,0.0
10321,Culture Convenience Club (CCC),1.0,0.0,0.0
10322,There Will Be Trivia,1.0,0.0,0.0
10323,Cheremoya Films,1.0,0.0,0.0
10324,Dove International,1.0,0.0,0.0
10325,Filmanía S.L.,1.0,0.0,0.0
10326,ERTI,1.0,0.0,0.0
10327,Entertainment Services International,1.0,0.0,0.0
10328,Harris-Kubrick Productions,1.0,0.0,0.0
10329,Kindred Limited Partnership,1.0,0.0,0.0
10330,ETB,1.0,0.0,0.0
10331,Crimes of the Heart S.A,1.0,22905522.0,22905522.0
10332,Sédif Productions (as S.E.D.I.F.),1.0,0.0,0.0
10333,Hessen Invest,1.0,0.0,0.0
10334,WonderWorks,1.0,0.0,0.0
10335,Transworld Pictures,1.0,9250000.0,9250000.0
10336,Vasan Visual Ventures,1.0,7500000.0,7500000.0
10337,Mini Studios,1.0,0.0,0.0
10338,Harristown Funding,1.0,0.0,0.0
10339,Minotaur Productions,1.0,0.0,0.0
10340,Brooks Media,1.0,0.0,0.0
10341,Nida Filma,1.0,0.0,0.0
10342,Tonefilm,1.0,0.0,0.0
10343,Four Brothers Pictures,1.0,0.0,0.0
10344,Happy Fiction,1.0,0.0,0.0
10345,Lost Liner Production,1.0,0.0,0.0
10346,Lost Liner Productions,1.0,0.0,0.0
10347,WAY CREATIVE FILMS,1.0,0.0,0.0
10348,Groucho III Film Partnership,1.0,73648228.0,73648228.0
10349,Faustus Bidgood Production,1.0,0.0,0.0
10350,Screen Corporation,1.0,0.0,0.0
10351,Rapidfire Entertainment,1.0,0.0,0.0
10352,Golden Village,1.0,0.0,0.0
10353,Philippe Dussart S.a.r.l.,1.0,0.0,0.0
10354,SJ Pictures,1.0,0.0,0.0
10355,Valsts Kulturkapitala Fonds (VKF),1.0,0.0,0.0
10356,BTV Kaku Children's Satellite TV,1.0,0.0,0.0
10357,New Normal Films,1.0,0.0,0.0
10358,Blu Cinematografica,1.0,0.0,0.0
10359,WFF Wroclaw,1.0,0.0,0.0
10360,Fida Attieh Productions,1.0,370668.0,370668.0
10361,CDI,1.0,0.0,0.0
10362,Coco Films I,1.0,0.0,0.0
10363,Engelberg-Sumner-Cheikes,1.0,0.0,0.0
10364,Simkoe,1.0,0.0,0.0
10365,Pressman Productions,1.0,0.0,0.0
10366,Memnon Films,1.0,0.0,0.0
10367,Alta Definicion,1.0,0.0,0.0
10368,Neue Delta Filmproduktion,1.0,0.0,0.0
10369,Cinema Seven Productions,1.0,0.0,0.0
10370,Promer Film,1.0,0.0,0.0
10371,Scary Stuff,1.0,2750741.0,2750741.0
10372,Capital Film s.p.a.,1.0,0.0,0.0
10373,Caldix,1.0,21821347.0,21821347.0
10374,MindSmack Productions,1.0,0.0,0.0
10375,Cinétudes Films,1.0,1301121.0,1301121.0
10376,Atmospheric Pictures,1.0,0.0,0.0
10377,Galassia Film,1.0,0.0,0.0
10378,SJ Heat Productions,1.0,0.0,0.0
10379,Silver State Production Services,1.0,0.0,0.0
10380,Latvijas Nacionalais Kino Centrs,1.0,0.0,0.0
10381,Dogwood Films,1.0,566006.0,566006.0
10382,La Casa de Production,1.0,0.0,0.0
10383,High Horse Films,1.0,0.0,0.0
10384,Camera 2 Productions,1.0,0.0,0.0
10385,Splendid Television,1.0,0.0,0.0
10386,Eivissa Productions,1.0,0.0,0.0
10387,Gunro,1.0,0.0,0.0
10388,Bushwick Factory,1.0,0.0,0.0
10389,Cathala Productions,1.0,0.0,0.0
10390,Pole Star,1.0,162091208.0,162091208.0
10391,C.O.F.C.I.,1.0,0.0,0.0
10392,Hobby Films,1.0,162091208.0,162091208.0
10393,Hudson Film,1.0,0.0,0.0
10394,Tempo Film,1.0,0.0,0.0
10395,Cinematografica RI.RE,1.0,0.0,0.0
10396,Sh-K-Boom Records,1.0,0.0,0.0
10397,Jack Wiener Production,1.0,0.0,0.0
10398,Gorai / Samuelson Productions,1.0,0.0,0.0
10399,Pratfilm,1.0,0.0,0.0
10400,Ghosts Media,1.0,0.0,0.0
10401,Arlington Road Productions Corporation,1.0,0.0,0.0
10402,Sonnenfeld Josephson Worldwide Entertainment,1.0,222104681.0,222104681.0
10403,"Todman, Simon, LeMasters Productions",1.0,222104681.0,222104681.0
10404,Flashback Television,1.0,0.0,0.0
10405,Aitysh Film,1.0,0.0,0.0
10406,Lakshmi Movie Makers,1.0,0.0,0.0
10407,Casa de Filme 1,1.0,0.0,0.0
10408,Tangled Web Productions,1.0,53208180.0,53208180.0
10409,Rocking Chair Productions,1.0,56870414.0,56870414.0
10410,Milesian Films,1.0,0.0,0.0
10411,Nowhere Sp. z o. o.,1.0,0.0,0.0
10412,Donnybrook4 Productions,1.0,0.0,0.0
10413,Argomedia Sp. z o.o.,1.0,0.0,0.0
10414,Nadie quiere la noche AIE,1.0,0.0,0.0
10415,Ariane & Garoe SL,1.0,0.0,0.0
10416,One More Movie,1.0,0.0,0.0
10417,Pandora Filmverleih,1.0,0.0,0.0
10418,IMJ Entertainment,1.0,0.0,0.0
10419,Makrorama,1.0,0.0,0.0
10420,ANIMAL DE LUZ FILMS,1.0,0.0,0.0
10421,MACHETE PRODUCCIONES,1.0,0.0,0.0
10422,Passcode Entertainment,1.0,0.0,0.0
10423,Ruut Pictures,1.0,0.0,0.0
10424,Tilma Films,1.0,0.0,0.0
10425,Viscount,1.0,0.0,0.0
10426,Mountaintop Productions,1.0,0.0,0.0
10427,Danforth Studios,1.0,0.0,0.0
10428,Frontier Films,1.0,0.0,0.0
10429,Lumiere Film Company,1.0,0.0,0.0
10430,Black Rhino Productions,1.0,295212467.0,295212467.0
10431,Production Genro,1.0,0.0,0.0
10432,Dune Vision,1.0,1076075.0,1076075.0
10433,Ilag-Film,1.0,0.0,0.0
10434,Dan Lupovitz Productions,1.0,0.0,0.0
10435,Ostlicht Filmproduktion,1.0,0.0,0.0
10436,Hamster Film,1.0,0.0,0.0
10437,Two Girls Productions,1.0,13000000.0,13000000.0
10438,Smuggler,1.0,0.0,0.0
10439,Th. Angelopoulos Productions,1.0,0.0,0.0
10440,Fox Television Animation,1.0,0.0,0.0
10441,Blue Film,1.0,65460.0,65460.0
10442,EUE/Screen Gems Studios,1.0,0.0,0.0
10443,PHI Film,1.0,0.0,0.0
10444,Pacific Pictures,1.0,0.0,0.0
10445,Canal (II),1.0,0.0,0.0
10446,Noruz Films,1.0,1411927.0,1411927.0
10447,Ravens Nest Entertainment,1.0,0.0,0.0
10448,Nichiei Agency,1.0,0.0,0.0
10449,Rhino Entertainment,1.0,0.0,0.0
10450,Kenny Rogers Productions,1.0,0.0,0.0
10451,Mordicus Productions,1.0,0.0,0.0
10452,Goldmine Pictures,1.0,0.0,0.0
10453,Mouthwatering Productions,1.0,0.0,0.0
10454,Indio Productions,1.0,0.0,0.0
10455,Harvard Sensory Ethnography Lab,1.0,0.0,0.0
10456,Ciné Libre,1.0,0.0,0.0
10457,Studio Rewers,1.0,0.0,0.0
10458,Kosmos Film,1.0,0.0,0.0
10459,Madragoa Films,1.0,0.0,0.0
10460,Suntaur Entertainment Company,1.0,14011454.0,14011454.0
10461,Vernon Films Inc.,1.0,0.0,0.0
10462,Rex Entertainment,1.0,0.0,0.0
10463,Battletruck Films Ltd.,1.0,3000000.0,3000000.0
10464,Baumgarten-Prophet Entertainment,1.0,10667893.0,10667893.0
10465,Les films de la butte,1.0,7211180.0,7211180.0
10466,Zencrane Filmes,1.0,0.0,0.0
10467,Cinema City Films,1.0,0.0,0.0
10468,Ad Vitim Distribution,1.0,65460.0,65460.0
10469,IamOTHER Entertainment,1.0,17986781.0,17986781.0
10470,Koppelman/Levien,1.0,0.0,0.0
10471,Arte / Cofinova 9,1.0,60765.0,60765.0
10472,Banshee,1.0,0.0,0.0
10473,Ticket Productions,1.0,0.0,0.0
10474,Night Fox Entertainment,1.0,121461.0,121461.0
10475,Gradski Kina,1.0,0.0,0.0
10476,La Sept ARTE,1.0,0.0,0.0
10477,Docksur Producciones,1.0,0.0,0.0
10478,classic,1.0,0.0,0.0
10479,Vidvinkel Film,1.0,0.0,0.0
10480,Independent Artists Filmproduktion,1.0,0.0,0.0
10481,Solo Films,1.0,0.0,0.0
10482,Sonocam,1.0,0.0,0.0
10483,MMK Media,1.0,0.0,0.0
10484,Green Lions,1.0,0.0,0.0
10485,Channel 4 Britdoc Foundation,1.0,0.0,0.0
10486,Echelon Studios,1.0,0.0,0.0
10487,Osmosis Productions Inc.,1.0,0.0,0.0
10488,Red Umbrella Productions,1.0,0.0,0.0
10489,Septième Production,1.0,0.0,0.0
10490,Sofica Investimage 4,1.0,0.0,0.0
10491,BMore Pictures,1.0,0.0,0.0
10492,Surla Films,1.0,0.0,0.0
10493,Christmas Tree Films,1.0,19294144.0,19294144.0
10494,Paramount British Pictures,1.0,0.0,0.0
10495,From A to Z Productions,1.0,0.0,0.0
10496,Corrupter Production Service Ltd.,1.0,4217115.0,4217115.0
10497,Robert L. Lippert Productions,1.0,0.0,0.0
10498,Crestwood Pictures,1.0,0.0,0.0
10499,Associated Film Releasing Corporation (AFRC),1.0,0.0,0.0
10500,Ron Ormond Enterprises,1.0,0.0,0.0
10501,Crazy Wheels Film Corporation,1.0,0.0,0.0
10502,Avatar Productions,1.0,0.0,0.0
10503,Lifetime Productions,1.0,0.0,0.0
10504,Società Ambrosiana Cinematografica (SAC),1.0,0.0,0.0
10505,Tarquinia Cinematografica,1.0,0.0,0.0
10506,KISS Nation,1.0,4217115.0,4217115.0
10507,Takoma Entertainment,1.0,4217115.0,4217115.0
10508,Albione Cinematografica,1.0,0.0,0.0
10509,Major International Pictures,1.0,0.0,0.0
10510,Git International Film,1.0,0.0,0.0
10511,Paris-Cannes Productions,1.0,0.0,0.0
10512,Rieti Film,1.0,0.0,0.0
10513,Inex Film,1.0,0.0,0.0
10514,38 Productions,1.0,0.0,0.0
10515,Show Dog Productions,1.0,666045.0,666045.0
10516,B4MH Productions,1.0,666045.0,666045.0
10517,CMT Films,1.0,666045.0,666045.0
10518,Universal Home Entertainment Productions,1.0,0.0,0.0
10519,Contest LLC,1.0,0.0,0.0
10520,Percolate Productions,1.0,0.0,0.0
10521,Грузия-фильм,1.0,0.0,0.0
10522,Ironwood Entertainment,1.0,0.0,0.0
10523,Artemis Rising Films,1.0,0.0,0.0
10524,Doki-Doki Productions,1.0,0.0,0.0
10525,Triumvirate Films,1.0,0.0,0.0
10526,Faro Film,1.0,0.0,0.0
10527,Dalton Films,1.0,0.0,0.0
10528,Sky Atlantic,1.0,0.0,0.0
10529,Cometstone Pictures,1.0,26570463.0,26570463.0
10530,Mass Appeal,1.0,0.0,0.0
10531,VIP Cinéma 1,1.0,0.0,0.0
10532,Cinesecolo,1.0,0.0,0.0
10533,Paris Etolie Films,1.0,0.0,0.0
10534,Public Road Productions,1.0,0.0,0.0
10535,Sixth Street Films,1.0,0.0,0.0
10536,A & S Productions,1.0,0.0,0.0
10537,Romark Entertainment,1.0,0.0,0.0
10538,Seraphim Films Inc.,1.0,0.0,0.0
10539,Cinema-Vu,1.0,0.0,0.0
10540,ACCI,1.0,0.0,0.0
10541,Kurahara Productions,1.0,0.0,0.0
10542,33 Pictures,1.0,0.0,0.0
10543,Ritz-Carlton Pictures,1.0,0.0,0.0
10544,California Theater of the Performing Arts,1.0,0.0,0.0
10545,Fake Mustache Studios,1.0,0.0,0.0
10546,Head On Productions,1.0,378667.0,378667.0
10547,Gowanus Projections,1.0,130541.0,130541.0
10548,VHShitfest,1.0,0.0,0.0
10549,Viaduc Productions,1.0,0.0,0.0
10550,Story Film,1.0,0.0,0.0
10551,Victory Film,1.0,0.0,0.0
10552,Choila Producciones Cinematográficas,1.0,0.0,0.0
10553,Noram Entertainment,1.0,0.0,0.0
10554,L Films,1.0,0.0,0.0
10555,Aquarius Audiovisual,1.0,0.0,0.0
10556,Laguna Entertainment,1.0,94633.0,94633.0
10557,Producciones Cinematográficas D.I.A.,1.0,0.0,0.0
10558,Argomedia Productions,1.0,0.0,0.0
10559,Manila Cinematografica,1.0,0.0,0.0
10560,Colosseum International,1.0,0.0,0.0
10561,Matizar,1.0,0.0,0.0
10562,Jeonju Film Festival,1.0,0.0,0.0
10563,Contracuadro,1.0,0.0,0.0
10564,CPH: DOX,1.0,0.0,0.0
10565,Grand March Productions,1.0,22593409.0,22593409.0
10566,Instituto do Cinema e do Audiovisual (ICA),1.0,0.0,0.0
10567,Milkwood,1.0,0.0,0.0
10568,Atopic films,1.0,0.0,0.0
10569,Cinematografica,1.0,0.0,0.0
10570,La Femme Endormie,1.0,0.0,0.0
10571,La Maison de Prod,1.0,0.0,0.0
10572,C.E.O. Films,1.0,94633.0,94633.0
10573,Out Of The Woods Productions,1.0,0.0,0.0
10574,Sunny Field Entertainment,1.0,0.0,0.0
10575,Silver Leaf Pictures,1.0,0.0,0.0
10576,Celeste Films,1.0,0.0,0.0
10577,Pac Orsa Maggiore,1.0,0.0,0.0
10578,Media Home Entertainment,1.0,0.0,0.0
10579,Amy Robinson Productions,1.0,22593409.0,22593409.0
10580,Art Films,1.0,0.0,0.0
10581,Snap Sound,1.0,0.0,0.0
10582,Loull Productions,1.0,123205624.0,123205624.0
10583,G.P.E. Enterprises,1.0,0.0,0.0
10584,Thomas Coleman and Michael Rosenblatt Productions,1.0,14418922.0,14418922.0
10585,Sixteen Tons Productions,1.0,0.0,0.0
10586,Winslow Partners Ltd.,1.0,0.0,0.0
10587,Union Générale Cinématographique,1.0,2856712.0,2856712.0
10588,3 Miles Apart Productions Ltd.,1.0,0.0,0.0
10589,Centro Produzioni Cinematografiche Città di Milano,1.0,0.0,0.0
10590,Studio 27,1.0,0.0,0.0
10591,Ponto Filmes,1.0,0.0,0.0
10592,Colour Yellow Pictures,1.0,18000000.0,18000000.0
10593,Broadcast AV,1.0,0.0,0.0
10594,Marston Productions,1.0,0.0,0.0
10595,Televisa,1.0,0.0,0.0
10596,Elmer Enterprises,1.0,46122355.0,46122355.0
10597,Advanced Music,1.0,0.0,0.0
10598,TVP1,1.0,0.0,0.0
10599,Strohberry Films,1.0,0.0,0.0
10600,Two Streets Entertainment,1.0,0.0,0.0
10601,Sonar Advanced Music,1.0,0.0,0.0
10602,Ruda Cine,1.0,0.0,0.0
10603,Noble Pictures,1.0,0.0,0.0
10604,Valencia Motion Pictures,1.0,0.0,0.0
10605,Film Columbus,1.0,0.0,0.0
10606,Village-A.M. Partnership,1.0,108000000.0,108000000.0
10607,Nucleo Internazionale,1.0,0.0,0.0
10608,Zeitun Films,1.0,0.0,0.0
10609,Platform Entertainment,1.0,0.0,0.0
10610,Straightwire Films,1.0,0.0,0.0
10611,Coldwood Productions,1.0,0.0,0.0
10612,The Wing-Scope Film Production Ltd.,1.0,0.0,0.0
10613,Hong Kong Film Directors Guild,1.0,8359717.0,8359717.0
10614,Monoo,1.0,0.0,0.0
10615,Tramal Films,1.0,0.0,0.0
10616,Never Been Kissed Productions,1.0,84565230.0,84565230.0
10617,Bushwood Pictures,1.0,84565230.0,84565230.0
10618,Joda Productions,1.0,0.0,0.0
10619,Next Wave Films,1.0,48482.0,48482.0
10620,Sacred Cow Productions,1.0,0.0,0.0
10621,Crescent Moon,1.0,0.0,0.0
10622,Lunch Box Entertainment,1.0,0.0,0.0
10623,Tathagat Films,1.0,0.0,0.0
10624,Bass Entertainment Pictures,1.0,0.0,0.0
10625,Arthur Cox,1.0,0.0,0.0
10626,Seat 13,1.0,0.0,0.0
10627,Lunatic Speed,1.0,0.0,0.0
10628,Lamisalia,1.0,0.0,0.0
10629,Dirty Martini Productions,1.0,0.0,0.0
10630,Blue Horizon Productions,1.0,0.0,0.0
10631,Gelma-Films,1.0,0.0,0.0
10632,La Ministre de la Culture et de la Communication,1.0,0.0,0.0
10633,Seed Productions (II),1.0,0.0,0.0
10634,Whyte Booth Pictures,1.0,0.0,0.0
10635,Sogetel,1.0,0.0,0.0
10636,Bari Studios,1.0,0.0,0.0
10637,Producciones Cinematográficas Centro S.A. (PROCENSA),1.0,0.0,0.0
10638,Coast Ridge,1.0,108000000.0,108000000.0
10639,Melson Productions,1.0,0.0,0.0
10640,Almost Midnight Productions,1.0,0.0,0.0
10641,Shooting Star Pictures,1.0,6033999.0,6033999.0
10642,Kudzu,1.0,10920544.0,10920544.0
10643,ThanatoFilms,1.0,0.0,0.0
10644,Screen Enterprise,1.0,0.0,0.0
10645,Lais S. A.,1.0,0.0,0.0
10646,Junger Witt Productions,1.0,108000000.0,108000000.0
10647,Forum Distribution,1.0,0.0,0.0
10648,PS 260,1.0,0.0,0.0
10649,Oceanstorm Films,1.0,0.0,0.0
10650,Quiet Pictures,1.0,0.0,0.0
10651,Flach Film Production,1.0,0.0,0.0
10652,Les Films de la Grande Ourse,1.0,0.0,0.0
10653,Marked Entertainment,1.0,1943649.0,1943649.0
10654,Sontalia,1.0,0.0,0.0
10655,Jerry Catering Service,1.0,0.0,0.0
10656,Elysian Dreams,1.0,10920544.0,10920544.0
10657,café opera,1.0,0.0,0.0
10658,Steeplechase Films,1.0,0.0,0.0
10659,European Film Company,1.0,2633527.0,2633527.0
10660,Pine Creek Entertainment,1.0,0.0,0.0
10661,Filmhuset Gruppen,1.0,11.0,11.0
10662,Leiknar Myndir,1.0,11.0,11.0
10663,Paola Film S.r.l.,1.0,0.0,0.0
10664,Rai Trade,1.0,0.0,0.0
10665,O' Groove,1.0,0.0,0.0
10666,CLT,1.0,258464.0,258464.0
10667,WGBH Boston,1.0,0.0,0.0
10668,Camera Magica,1.0,0.0,0.0
10669,Cinemec Zweite Produktions KG,1.0,0.0,0.0
10670,Société Nouvelle Cinévog,1.0,0.0,0.0
10671,Dionysio Cinematografica,1.0,0.0,0.0
10672,Penthouse Films International,1.0,23438120.0,23438120.0
10673,Syrreal Entertainment,1.0,0.0,0.0
10674,City on a Hill Productions,1.0,1009620.0,1009620.0
10675,Deliberate Films,1.0,0.0,0.0
10676,MAT IV,1.0,0.0,0.0
10677,Schlemmer Film,1.0,0.0,0.0
10678,Film Publishers,1.0,0.0,0.0
10679,Notting Hill Pictures,1.0,363889678.0,363889678.0
10680,Bookshop Productions,1.0,363889678.0,363889678.0
10681,Felix Cinematorgrafica,1.0,23438120.0,23438120.0
10682,Banner Films Ltd.,1.0,0.0,0.0
10683,Mer Film,1.0,0.0,0.0
10684,Elite Filmproduktion,1.0,0.0,0.0
10685,Jeffrey Pictures Corp.,1.0,0.0,0.0
10686,Wild Horse Productions,1.0,0.0,0.0
10687,Pro Artis Ibérica,1.0,0.0,0.0
10688,Timlif,1.0,0.0,0.0
10689,Escima,1.0,258464.0,258464.0
10690,Triad Studios,1.0,0.0,0.0
10691,Hot Donut Productions,1.0,0.0,0.0
10692,Talking Heads,1.0,4978922.0,4978922.0
10693,Angry Film,1.0,0.0,0.0
10694,P.C.M. FIlm,1.0,0.0,0.0
10695,Overseas Film Company,1.0,0.0,0.0
10696,Little Crew Studios,1.0,0.0,0.0
10697,King Features Production,1.0,0.0,0.0
10698,Film Studio Tanka,1.0,0.0,0.0
10699,Screen Partners Ltd.,1.0,0.0,0.0
10700,Sojourn Pictures Ltd.,1.0,0.0,0.0
10701,Credo Group Limited,1.0,0.0,0.0
10702,Mustang Films,1.0,0.0,0.0
10703,Wichita Films,1.0,0.0,0.0
10704,Arnold Stiefel Company,1.0,4978922.0,4978922.0
10705,Counterclock Productions,1.0,0.0,0.0
10706,Imperial PolyFarm Productions,1.0,0.0,0.0
10707,Heretic,1.0,0.0,0.0
10708,Kino,1.0,0.0,0.0
10709,Alleycat Studios,1.0,0.0,0.0
10710,Modiano Inc.,1.0,0.0,0.0
10711,Top Cut,1.0,0.0,0.0
10712,Sciarlò,1.0,0.0,0.0
10713,Auswärtiges Amt,1.0,0.0,0.0
10714,Neufeld Rehme Productions,1.0,149705852.0,149705852.0
10715,Alfred Image Works,1.0,0.0,0.0
10716,Due Emme Cinematografica,1.0,0.0,0.0
10717,Productions Bleu Blanc Rouge,1.0,0.0,0.0
10718,Independent Partners,1.0,0.0,0.0
10719,Sovereign Films,1.0,0.0,0.0
10720,Maurice Cowan Productions,1.0,0.0,0.0
10721,Top-Film,1.0,0.0,0.0
10722,EPIC,1.0,0.0,0.0
10723,Topar,1.0,0.0,0.0
10724,3D Sea Inc.,1.0,0.0,0.0
10725,Rapi Films,1.0,0.0,0.0
10726,Travis Entertainment,1.0,0.0,0.0
10727,Travis,1.0,0.0,0.0
10728,ICE 3,1.0,0.0,0.0
10729,Jabfilm,1.0,0.0,0.0
10730,Rain film,1.0,0.0,0.0
10731,D&R,1.0,0.0,0.0
10732,Sanford/Pillsbury Productions,1.0,0.0,0.0
10733,Magic Hour Pictures,1.0,0.0,0.0
10734,Pacific Productions,1.0,0.0,0.0
10735,Middle Child Productions,1.0,0.0,0.0
10736,New World Productions,1.0,0.0,0.0
10737,Sputnik Productions,1.0,0.0,0.0
10738,Suomen Elokuvasäätiö,1.0,0.0,0.0
10739,Spice Film,1.0,0.0,0.0
10740,Statens Filmcentral,1.0,0.0,0.0
10741,Hummingbird Communications,1.0,0.0,0.0
10742,Freerunning,1.0,593683.0,593683.0
10743,Melbarken,1.0,593683.0,593683.0
10744,Cowtown Cinema Ventures,1.0,593683.0,593683.0
10745,PAN Film,1.0,0.0,0.0
10746,VIP Productions Ltd.,1.0,0.0,0.0
10747,Kamera Film Unit,1.0,0.0,0.0
10748,Magdalena Produzione,1.0,0.0,0.0
10749,Proscenium Films,1.0,12299668.0,12299668.0
10750,Innovisions,1.0,14363400.0,14363400.0
10751,Orange Sky,1.0,0.0,0.0
